Vehicle_ID,Speed,Position,Cluster
veh1.24,11.433202035068868,"(355.4344930117816, -1.6)",4
veh1.25,11.493792171428236,"(268.60146627721895, -1.6)",0
veh1.26,12.692756583864218,"(154.425921723938, -1.6)",3
veh1.27,9.656653690291568,"(33.53097414341755, -1.6)",2
veh1.24,10.93806984070256,"(366.3725628524842, -1.6)",4
veh1.25,11.618493341795425,"(280.2199596190144, -1.6)",0
veh1.26,11.947096120935282,"(166.37301784487326, -1.6)",3
veh1.27,12.182135886745527,"(45.71311003016308, -1.6)",2
veh1.24,10.251088600461705,"(376.62365145294586, -1.6)",4
veh1.25,10.879541830417024,"(291.0995014494314, -1.6)",0
veh1.26,12.093337098715244,"(178.4663549435885, -1.6)",3
veh1.27,12.41043419196625,"(58.123544222129325, -1.6)",2
veh1.24,10.38051801670376,"(387.00416946964964, -1.6)",4
veh1.25,11.290550927236932,"(302.39005237666834, -1.6)",4
veh1.26,12.315741150776272,"(190.78209609436476, -1.6)",3
veh1.27,13.079846279685205,"(71.20339050181452, -1.6)",2
veh1.24,10.96706144196946,"(397.9712309116191, -1.6)",4
veh1.25,11.001987153386022,"(313.3920395300544, -1.6)",4
veh1.26,12.33443807807879,"(203.11653417244355, -1.6)",0
veh1.27,12.50829924951662,"(83.71168975133115, -1.6)",2
veh1.24,10.816201822921036,"(408.7874327345401, -1.6)",1
veh1.25,11.125553216856227,"(324.5175927469106, -1.6)",4
veh1.26,12.204029215612795,"(215.32056338805634, -1.6)",0
veh1.27,11.879690238939418,"(95.59137999027057, -1.6)",3
veh1.28,0.0,"(5.1, -1.6)",2
veh1.24,10.172659572605376,"(418.9600923071455, -1.6)",1
veh1.25,10.994359037933195,"(335.5119517848438, -1.6)",4
veh1.26,11.541205173378229,"(226.86176856143456, -1.6)",0
veh1.27,12.680428871106177,"(108.27180886137674, -1.6)",3
veh1.28,2.559217091626488,"(7.659217091626488, -1.6)",2
veh1.24,11.122457294976671,"(430.0825496021222, -1.6)",1
veh1.25,11.00339735720891,"(346.5153491420527, -1.6)",4
veh1.26,11.635650579860782,"(238.49741914129535, -1.6)",0
veh1.27,12.146552103980264,"(120.41836096535701, -1.6)",3
veh1.28,4.359495628369041,"(12.018712719995529, -1.6)",2
veh1.24,10.41387013266362,"(440.49641973478583, -1.6)",1
veh1.25,11.271491549607624,"(357.7868406916603, -1.6)",4
veh1.26,12.570519371443776,"(251.06793851273912, -1.6)",0
veh1.27,12.780148754933668,"(133.19850972029067, -1.6)",3
veh1.28,5.760371737065725,"(17.779084457061252, -1.6)",2
veh1.24,10.22062115561716,"(450.717040890403, -1.6)",1
veh1.25,11.2257596494409,"(369.0126003411012, -1.6)",4
veh1.26,12.593193999721086,"(263.6611325124602, -1.6)",0
veh1.27,12.940600029834366,"(146.13910975012504, -1.6)",3
veh1.28,8.085691759595647,"(25.8647762166569, -1.6)",2
veh1.24,10.69527384154066,"(461.41231473194364, -1.6)",1
veh1.25,11.137205672917212,"(380.1498060140184, -1.6)",4
veh1.26,12.630041149162103,"(276.2911736616223, -1.6)",0
veh1.27,11.988966601773916,"(158.12807635189895, -1.6)",3
veh1.28,10.373221192043276,"(36.237997408700174, -1.6)",2
veh1.24,11.312527708169403,"(472.72484244011304, -1.6)",1
veh1.25,11.4270227389422,"(391.5768287529606, -1.6)",4
veh1.26,12.606241222327924,"(288.8974148839502, -1.6)",0
veh1.27,11.922020265635854,"(170.05009661753482, -1.6)",3
veh1.28,12.699491957970894,"(48.937489366671066, -1.6)",2
veh1.24,10.264098106436764,"(482.9889405465498, -1.6)",1
veh1.25,11.029211543594744,"(402.6060402965553, -1.6)",1
veh1.26,12.057153967694727,"(300.9545688516449, -1.6)",4
veh1.27,12.01108935178612,"(182.06118596932095, -1.6)",3
veh1.28,14.9928483474534,"(63.930337714124455, -1.6)",2
veh1.24,10.61622433212619,"(493.605164878676, -1.6)",1
veh1.25,11.19980466063253,"(413.80584495718784, -1.6)",1
veh1.26,11.66191216699907,"(312.616481018644, -1.6)",4
veh1.27,12.956521700242352,"(195.0177076695633, -1.6)",0
veh1.28,15.621501138090292,"(79.55183885221476, -1.6)",2
veh1.25,11.033758982155728,"(424.8396039393436, -1.6)",1
veh1.26,12.293033904206355,"(324.90951492285035, -1.6)",4
veh1.27,13.020118485357433,"(208.03782615492074, -1.6)",0
veh1.28,15.507052001060122,"(95.05889085327487, -1.6)",3
veh1.25,10.933503892273896,"(435.7731078316175, -1.6)",1
veh1.26,11.615118643638096,"(336.52463356648843, -1.6)",4
veh1.27,13.148393256113684,"(221.18621941103441, -1.6)",0
veh1.28,14.791132456023382,"(109.85002330929825, -1.6)",3
veh1.29,0.0,"(5.1, -1.6)",2
veh1.25,10.880418567686595,"(446.6535263993041, -1.6)",1
veh1.26,11.47191715044563,"(347.99655071693405, -1.6)",4
veh1.27,12.855692374649278,"(234.04191178568368, -1.6)",0
veh1.28,14.906216560868682,"(124.75623987016694, -1.6)",3
veh1.29,1.981434809905477,"(7.081434809905477, -1.6)",2
veh1.25,11.45392663539506,"(458.1074530346992, -1.6)",1
veh1.26,12.080051059901132,"(360.07660177683516, -1.6)",4
veh1.27,12.839402129188,"(246.88131391487167, -1.6)",0
veh1.28,15.126896712329374,"(139.88313658249632, -1.6)",3
veh1.29,3.344047563197092,"(10.425482373102568, -1.6)",2
veh1.25,11.607045832067984,"(469.71449886676714, -1.6)",1
veh1.26,11.979493289577192,"(372.05609506641235, -1.6)",4
veh1.27,12.867729452940456,"(259.74904336781213, -1.6)",0
veh1.28,15.229020781192132,"(155.11215736368845, -1.6)",3
veh1.29,5.31228493412491,"(15.737767307227479, -1.6)",2
veh1.25,10.981686720928431,"(480.6961855876956, -1.6)",1
veh1.26,11.804569491181873,"(383.86066455759425, -1.6)",4
veh1.27,12.987947693992226,"(272.73699106180436, -1.6)",0
veh1.28,15.050619744165935,"(170.1627771078544, -1.6)",3
veh1.29,7.164907155698167,"(22.902674462925646, -1.6)",2
veh1.25,11.828791697440924,"(492.5249772851365, -1.6)",1
veh1.26,11.880010862319148,"(395.7406754199134, -1.6)",4
veh1.27,12.39981664336641,"(285.1368077051708, -1.6)",0
veh1.28,15.548839541041428,"(185.7116166488958, -1.6)",3
veh1.29,9.383595662680456,"(32.2862701256061, -1.6)",2
veh1.26,11.846919982970109,"(407.5875954028835, -1.6)",1
veh1.27,12.934989473748772,"(298.07179717891955, -1.6)",4
veh1.28,14.741555910516666,"(200.45317255941248, -1.6)",0
veh1.29,10.85685080892872,"(43.14312093453482, -1.6)",2
veh1.26,12.169049085906124,"(419.7566444887896, -1.6)",1
veh1.27,12.474533440138964,"(310.5463306190585, -1.6)",4
veh1.28,15.02898536595157,"(215.48215792536405, -1.6)",0
veh1.29,12.549446477493667,"(55.69256741202849, -1.6)",2
veh1.26,11.62018031254073,"(431.3768248013304, -1.6)",1
veh1.27,12.93690408110973,"(323.4832347001682, -1.6)",4
veh1.28,14.608191752346368,"(230.0903496777104, -1.6)",0
veh1.29,11.94536268486122,"(67.6379300968897, -1.6)",2
veh1.26,11.553421434803283,"(442.93024623613366, -1.6)",1
veh1.27,12.302038736421435,"(335.78527343658965, -1.6)",4
veh1.28,15.02704196344702,"(245.11739164115744, -1.6)",0
veh1.29,11.89674213424737,"(79.53467223113708, -1.6)",2
veh1.26,12.730177507429731,"(455.6604237435634, -1.6)",1
veh1.27,12.967144338403648,"(348.7524177749933, -1.6)",4
veh1.28,15.11565434537469,"(260.23304598653215, -1.6)",0
veh1.29,11.877851454619714,"(91.4125236857568, -1.6)",3
veh1.30,0.0,"(5.1, -1.6)",2
veh1.26,11.948880696735694,"(467.60930444029907, -1.6)",1
veh1.27,11.965503766749803,"(360.7179215417431, -1.6)",4
veh1.28,15.197140175040015,"(275.4301861615722, -1.6)",0
veh1.29,12.865976375140646,"(104.27850006089744, -1.6)",3
veh1.30,1.499485844001174,"(6.599485844001173, -1.6)",2
veh1.26,12.506773614577366,"(480.1160780548764, -1.6)",1
veh1.27,12.706833704806684,"(373.4247552465498, -1.6)",4
veh1.28,15.150476749526472,"(290.58066291109867, -1.6)",0
veh1.29,11.872987485592647,"(116.15148754649009, -1.6)",3
veh1.30,3.462493166141212,"(10.061979010142386, -1.6)",2
veh1.26,11.892644443871802,"(492.0087224987482, -1.6)",1
veh1.27,12.899960862904608,"(386.3247161094544, -1.6)",4
veh1.28,14.956044667522558,"(305.53670757862125, -1.6)",4
veh1.29,12.861882343710796,"(129.0133698902009, -1.6)",3
veh1.30,5.749245110945777,"(15.811224121088163, -1.6)",2
veh1.27,13.129775776517397,"(399.45449188597183, -1.6)",1
veh1.28,15.212214561650663,"(320.74892214027193, -1.6)",4
veh1.29,12.08315540408662,"(141.09652529428752, -1.6)",3
veh1.30,7.377404313581065,"(23.188628434669226, -1.6)",2
veh1.27,12.873626329622985,"(412.3281182155948, -1.6)",1
veh1.28,14.913123549782808,"(335.66204569005475, -1.6)",4
veh1.29,12.50642234025004,"(153.60294763453754, -1.6)",3
veh1.30,9.506127922865565,"(32.694756357534786, -1.6)",2
veh1.27,12.60128484900464,"(424.92940306459946, -1.6)",1
veh1.28,15.24364815115104,"(350.9056938412058, -1.6)",4
veh1.29,12.290238211731822,"(165.89318584626938, -1.6)",3
veh1.30,11.884242921625264,"(44.57899927916005, -1.6)",2
veh1.27,13.094746288809745,"(438.0241493534092, -1.6)",1
veh1.28,14.675989252939956,"(365.5816830941458, -1.6)",4
veh1.29,12.426028382693811,"(178.31921422896318, -1.6)",3
veh1.30,14.20182634461671,"(58.780825623776764, -1.6)",2
veh1.27,12.202712650866069,"(450.2268620042753, -1.6)",1
veh1.28,14.430378506850587,"(380.0120616009964, -1.6)",4
veh1.29,12.14556173094029,"(190.46477595990348, -1.6)",3
veh1.30,15.650265584182453,"(74.43109120795921, -1.6)",2
veh1.27,13.137232427474862,"(463.3640944317502, -1.6)",1
veh1.28,14.806060232390784,"(394.8181218333872, -1.6)",4
veh1.29,12.418532683918649,"(202.88330864382212, -1.6)",0
veh1.30,15.592723489384625,"(90.02381469734384, -1.6)",3
veh1.27,12.4553778984014,"(475.8194723301516, -1.6)",1
veh1.28,14.716819630894946,"(409.53494146428216, -1.6)",1
veh1.29,12.695908971814834,"(215.57921761563696, -1.6)",0
veh1.30,15.772199061624232,"(105.79601375896807, -1.6)",3
veh1.31,0.0,"(5.1, -1.6)",2
veh1.27,12.96668752491363,"(488.78615985506525, -1.6)",1
veh1.28,14.479828884202192,"(424.0147703484844, -1.6)",1
veh1.29,12.914090261803404,"(228.49330787744037, -1.6)",0
veh1.30,15.82217132409056,"(121.61818508305863, -1.6)",3
veh1.31,1.311314301239327,"(6.411314301239326, -1.6)",2
veh1.28,15.480039135931197,"(439.49480948441555, -1.6)",1
veh1.29,12.47759319330512,"(240.9709010707455, -1.6)",0
veh1.30,15.519451553881629,"(137.13763663694027, -1.6)",3
veh1.31,3.0943001756211745,"(9.5056144768605, -1.6)",2
veh1.28,15.510673495085117,"(455.0054829795007, -1.6)",1
veh1.29,12.329072605943702,"(253.2999736766892, -1.6)",0
veh1.30,15.884541648388367,"(153.02217828532864, -1.6)",3
veh1.31,4.805634129326791,"(14.311248606187291, -1.6)",2
veh1.28,14.584769594162838,"(469.5902525736635, -1.6)",1
veh1.29,12.149036233950802,"(265.44900991064003, -1.6)",0
veh1.30,15.21852467802306,"(168.24070296335168, -1.6)",3
veh1.31,6.626383840525523,"(20.937632446712815, -1.6)",2
veh1.28,14.669359535706365,"(484.25961210936987, -1.6)",1
veh1.29,11.729670947123717,"(277.17868085776377, -1.6)",0
veh1.30,15.10051152193406,"(183.34121448528575, -1.6)",3
veh1.31,9.101381341484377,"(30.039013788197188, -1.6)",2
veh1.28,14.764008247392388,"(499.02362035676225, -1.6)",1
veh1.29,12.63621418623666,"(289.8148950440004, -1.6)",0
veh1.30,15.188263784925912,"(198.52947827021165, -1.6)",0
veh1.31,11.18891905627679,"(41.227932844473976, -1.6)",2
veh1.29,12.711050066337386,"(302.52594511033783, -1.6)",4
veh1.30,15.840790739021722,"(214.37026900923337, -1.6)",0
veh1.31,13.688722699298522,"(54.9166555437725, -1.6)",2
veh1.29,12.49018521691619,"(315.016130327254, -1.6)",4
veh1.30,15.625147137064014,"(229.99541614629737, -1.6)",0
veh1.31,14.96557642832815,"(69.88223197210066, -1.6)",2
veh1.29,12.12411558598692,"(327.14024591324096, -1.6)",4
veh1.30,16.13904823115514,"(246.1344643774525, -1.6)",0
veh1.31,15.07903043850276,"(84.96126241060341, -1.6)",2
veh1.29,12.623469047489971,"(339.7637149607309, -1.6)",4
veh1.30,16.3556702148118,"(262.4901345922643, -1.6)",0
veh1.31,15.517860724511063,"(100.47912313511448, -1.6)",3
veh1.32,0.0,"(5.1, -1.6)",2
veh1.29,12.361910056610988,"(352.1256250173419, -1.6)",4
veh1.30,15.252058311686378,"(277.7421929039507, -1.6)",0
veh1.31,14.847557827331569,"(115.32668096244605, -1.6)",3
veh1.32,2.0296385994413866,"(7.129638599441386, -1.6)",2
veh1.29,12.13429920460044,"(364.25992422194236, -1.6)",4
veh1.30,15.726525512076442,"(293.4687184160271, -1.6)",0
veh1.31,14.80374106239944,"(130.1304220248455, -1.6)",3
veh1.32,3.8747238812036815,"(11.004362480645067, -1.6)",2
veh1.29,12.063032702202372,"(376.3229569241447, -1.6)",4
veh1.30,16.023729549739038,"(309.49244796576613, -1.6)",4
veh1.31,15.400144051494518,"(145.53056607634002, -1.6)",3
veh1.32,5.901174201071263,"(16.90553668171633, -1.6)",2
veh1.29,11.754125702413194,"(388.0770826265579, -1.6)",4
veh1.30,15.607491343649563,"(325.0999393094157, -1.6)",4
veh1.31,14.878520904960553,"(160.40908698130056, -1.6)",3
veh1.32,8.184569250931965,"(25.090105932648296, -1.6)",2
veh1.29,12.722509319739812,"(400.7995919462977, -1.6)",1
veh1.30,15.10865626828232,"(340.208595577698, -1.6)",4
veh1.31,15.14933936965137,"(175.55842635095192, -1.6)",3
veh1.32,10.26925155799836,"(35.35935749064666, -1.6)",2
veh1.29,12.042395175210595,"(412.8419871215083, -1.6)",1
veh1.30,15.921594063187475,"(356.1301896408855, -1.6)",4
veh1.31,15.225844465791688,"(190.7842708167436, -1.6)",3
veh1.32,12.105211134091952,"(47.46456862473861, -1.6)",2
veh1.29,12.414144230968716,"(425.256131352477, -1.6)",1
veh1.30,15.865760374506465,"(371.99595001539194, -1.6)",4
veh1.31,14.893838338031872,"(205.67810915477548, -1.6)",0
veh1.32,13.31661412919462,"(60.78118275393323, -1.6)",2
veh1.29,12.880452092210229,"(438.13658344468723, -1.6)",1
veh1.30,16.196208808915216,"(388.19215882430717, -1.6)",4
veh1.31,15.895678690787843,"(221.57378784556332, -1.6)",0
veh1.32,13.091891226927382,"(73.87307398086061, -1.6)",2
veh1.29,12.808673821770984,"(450.9452572664582, -1.6)",1
veh1.30,16.153144257557106,"(404.3453030818643, -1.6)",1
veh1.31,15.075039627556198,"(236.64882747311952, -1.6)",0
veh1.32,13.352210164545667,"(87.22528414540628, -1.6)",3
veh1.29,12.126390994372242,"(463.07164826083044, -1.6)",1
veh1.30,15.709046365338835,"(420.05434944720315, -1.6)",1
veh1.31,14.839848555544831,"(251.48867602866437, -1.6)",0
veh1.32,13.50049748018906,"(100.72578162559533, -1.6)",3
veh1.33,0.0,"(5.1, -1.6)",2
veh1.29,12.715430421088287,"(475.78707868191873, -1.6)",1
veh1.30,15.996862937691148,"(436.0512123848943, -1.6)",1
veh1.31,15.567476592366091,"(267.05615262103044, -1.6)",0
veh1.32,12.98671835366227,"(113.7124999792576, -1.6)",3
veh1.33,1.9792975691147148,"(7.079297569114715, -1.6)",2
veh1.29,12.132220499063306,"(487.919299180982, -1.6)",1
veh1.30,15.296763651393812,"(451.3479760362881, -1.6)",1
veh1.31,15.555808918773636,"(282.6119615398041, -1.6)",0
veh1.32,13.865545160775635,"(127.57804514003324, -1.6)",3
veh1.33,4.540428018942476,"(11.61972558805719, -1.6)",2
veh1.30,15.527484896494537,"(466.87546093278263, -1.6)",1
veh1.31,15.30690529392052,"(297.9188668337246, -1.6)",4
veh1.32,12.810451411069934,"(140.38849655110317, -1.6)",3
veh1.33,5.964354987861589,"(17.58408057591878, -1.6)",2
veh1.30,15.343300458061968,"(482.2187613908446, -1.6)",1
veh1.31,15.443616937929274,"(313.3624837716539, -1.6)",4
veh1.32,13.307669682740796,"(153.69616623384397, -1.6)",3
veh1.33,7.400452877068893,"(24.984533452987673, -1.6)",2
veh1.30,15.403896842426148,"(497.6226582332707, -1.6)",1
veh1.31,15.001022586915152,"(328.36350635856905, -1.6)",4
veh1.32,13.467142595616732,"(167.1633088294607, -1.6)",3
veh1.33,9.795261385268534,"(34.77979483825621, -1.6)",2
veh1.31,15.119395223739064,"(343.4829015823081, -1.6)",4
veh1.32,12.7120010621246,"(179.8753098915853, -1.6)",3
veh1.33,11.742376738670284,"(46.522171576926496, -1.6)",2
veh1.31,15.254587490939976,"(358.73748907324807, -1.6)",4
veh1.32,13.86616464046352,"(193.7414745320488, -1.6)",0
veh1.33,14.188818445568906,"(60.7109900224954, -1.6)",2
veh1.31,15.774762054453111,"(374.5122511277012, -1.6)",4
veh1.32,13.83796605310459,"(207.5794405851534, -1.6)",0
veh1.33,15.613961671827935,"(76.32495169432335, -1.6)",2
veh1.31,15.090867779277705,"(389.60311890697886, -1.6)",4
veh1.32,13.255884107445,"(220.83532469259842, -1.6)",0
veh1.33,15.491464423830266,"(91.81641611815361, -1.6)",3
veh1.31,15.320838424995982,"(404.92395733197486, -1.6)",1
veh1.32,13.492941305074472,"(234.3282659976729, -1.6)",0
veh1.33,15.40951293909421,"(107.22592905724782, -1.6)",3
veh1.34,0.0,"(5.1, -1.6)",2
veh1.31,15.710203133373962,"(420.6341604653488, -1.6)",1
veh1.32,13.401474181316424,"(247.72974017898932, -1.6)",0
veh1.33,15.823696655546891,"(123.04962571279472, -1.6)",3
veh1.34,2.1227702198550107,"(7.22277021985501, -1.6)",2
veh1.31,15.10444221567779,"(435.73860268102663, -1.6)",1
veh1.32,13.57151877045222,"(261.30125894944155, -1.6)",0
veh1.33,15.953511963458377,"(139.0031376762531, -1.6)",3
veh1.34,4.550745392381215,"(11.773515612236224, -1.6)",2
veh1.31,15.970058799222551,"(451.7086614802492, -1.6)",1
veh1.32,13.262233563126628,"(274.5634925125682, -1.6)",0
veh1.33,15.914817001134733,"(154.91795467738783, -1.6)",3
veh1.34,6.244243103731424,"(18.01775871596765, -1.6)",2
veh1.31,14.957008987166429,"(466.6656704674156, -1.6)",1
veh1.32,13.85320345399492,"(288.4166959665631, -1.6)",0
veh1.33,16.206292413663697,"(171.12424709105153, -1.6)",3
veh1.34,8.180730358324945,"(26.198489074292596, -1.6)",2
veh1.31,15.269331609657474,"(481.9350020770731, -1.6)",1
veh1.32,13.019111443088022,"(301.43580740965115, -1.6)",4
veh1.33,15.872731324843707,"(186.99697841589523, -1.6)",3
veh1.34,10.532170228171164,"(36.730659302463756, -1.6)",2
veh1.31,15.992971221860008,"(497.92797329893307, -1.6)",1
veh1.32,13.6065874797158,"(315.04239488936696, -1.6)",4
veh1.33,15.44481587593874,"(202.44179429183396, -1.6)",0
veh1.34,12.599248768552206,"(49.329908071015964, -1.6)",2
veh1.32,13.702892718194615,"(328.7452876075616, -1.6)",4
veh1.33,15.148717743833194,"(217.59051203566716, -1.6)",0
veh1.34,13.131635507916718,"(62.461543578932684, -1.6)",2
veh1.32,13.61752405982521,"(342.3628116673868, -1.6)",4
veh1.33,15.666105515020543,"(233.2566175506877, -1.6)",0
veh1.34,13.723149376501016,"(76.1846929554337, -1.6)",2
veh1.32,12.767341014310349,"(355.13015268169715, -1.6)",4
veh1.33,15.974537699739091,"(249.2311552504268, -1.6)",0
veh1.34,13.010188515669352,"(89.19488147110306, -1.6)",3
veh1.32,13.882669292213958,"(369.0128219739111, -1.6)",4
veh1.33,15.717939464305172,"(264.949094714732, -1.6)",0
veh1.34,13.73649690896148,"(102.93137838006454, -1.6)",3
veh1.35,0.0,"(5.1, -1.6)",2
veh1.32,13.127381657283385,"(382.1402036311945, -1.6)",4
veh1.33,15.686346804443392,"(280.6354415191754, -1.6)",0
veh1.34,12.529749531693444,"(115.46112791175798, -1.6)",3
veh1.35,1.856015841267072,"(6.956015841267071, -1.6)",2
veh1.32,13.678941849768725,"(395.8191454809632, -1.6)",4
veh1.33,16.239603906054626,"(296.87504542523004, -1.6)",4
veh1.34,13.72956046960192,"(129.1906883813599, -1.6)",3
veh1.35,4.088784062326886,"(11.044799903593958, -1.6)",2
veh1.32,12.891299102651518,"(408.71044458361473, -1.6)",1
veh1.33,16.22965167073963,"(313.1046970959697, -1.6)",4
veh1.34,13.179837617579532,"(142.37052599893943, -1.6)",3
veh1.35,6.286218619998546,"(17.331018523592505, -1.6)",2
veh1.32,12.993788172826736,"(421.70423275644146, -1.6)",1
veh1.33,16.117597056598978,"(329.2222941525687, -1.6)",4
veh1.34,13.521247005088872,"(155.8917730040283, -1.6)",3
veh1.35,8.863228851160967,"(26.194247374753473, -1.6)",2
veh1.32,13.802494319887463,"(435.5067270763289, -1.6)",1
veh1.33,15.15012780539656,"(344.37242195796523, -1.6)",4
veh1.34,13.456954357818386,"(169.34872736184667, -1.6)",3
veh1.35,10.644949043169618,"(36.83919641792309, -1.6)",2
veh1.32,13.434757394935568,"(448.94148447126446, -1.6)",1
veh1.33,15.957417829427513,"(360.32983978739276, -1.6)",4
veh1.34,13.26510459852746,"(182.61383196037414, -1.6)",3
veh1.35,12.47505991740618,"(49.31425633532927, -1.6)",2
veh1.32,13.703295765454511,"(462.644780236719, -1.6)",1
veh1.33,15.978630524081757,"(376.30847031147454, -1.6)",4
veh1.34,12.84481631526599,"(195.45864827564014, -1.6)",0
veh1.35,12.921103412900232,"(62.2353597482295, -1.6)",2
veh1.32,12.724880541987348,"(475.36966077870636, -1.6)",1
veh1.33,16.268454384966397,"(392.5769246964409, -1.6)",4
veh1.34,12.94918399448382,"(208.40783227012398, -1.6)",0
veh1.35,14.127722679413967,"(76.36308242764346, -1.6)",2
veh1.32,13.06948080909029,"(488.43914158779666, -1.6)",1
veh1.33,15.351055797445232,"(407.92798049388614, -1.6)",1
veh1.34,12.867705617401436,"(221.27553788752542, -1.6)",0
veh1.35,13.4526148157987,"(89.81569724344216, -1.6)",3
veh1.33,15.449657999653946,"(423.3776384935401, -1.6)",1
veh1.34,13.66172835787168,"(234.9372662453971, -1.6)",0
veh1.35,12.99542468884971,"(102.81112193229187, -1.6)",3
veh1.36,0.0,"(5.1, -1.6)",2
veh1.33,15.037874443200062,"(438.41551293674013, -1.6)",1
veh1.34,13.44695121084681,"(248.3842174562439, -1.6)",0
veh1.35,13.371483791372851,"(116.18260572366472, -1.6)",3
veh1.36,1.3781538728158922,"(6.478153872815891, -1.6)",2
veh1.33,16.02582927278673,"(454.44134220952685, -1.6)",1
veh1.34,12.923895725513496,"(261.3081131817574, -1.6)",0
veh1.35,12.867191135520228,"(129.04979685918494, -1.6)",3
veh1.36,3.2794148006476465,"(9.757568673463538, -1.6)",2
veh1.33,15.503721721679549,"(469.9450639312064, -1.6)",1
veh1.34,13.54847373773685,"(274.85658691949425, -1.6)",0
veh1.35,13.562587529011182,"(142.61238438819612, -1.6)",3
veh1.36,5.5949369621463125,"(15.352505635609852, -1.6)",2
veh1.33,15.629254601755756,"(485.57431853296214, -1.6)",1
veh1.34,12.690873374509312,"(287.54746029400354, -1.6)",0
veh1.35,13.322271549501568,"(155.9346559376977, -1.6)",3
veh1.36,7.6765138406772175,"(23.02901947628707, -1.6)",2
veh1.34,12.86917402685961,"(300.4166343208632, -1.6)",4
veh1.35,13.782759121442323,"(169.71741505914002, -1.6)",3
veh1.36,9.117877292702907,"(32.146896768989976, -1.6)",2
veh1.34,13.454949380549287,"(313.8715837014125, -1.6)",4
veh1.35,13.7521591491393,"(183.4695742082793, -1.6)",3
veh1.36,10.962102769711056,"(43.10899953870103, -1.6)",2
veh1.34,13.648894048737048,"(327.52047775014955, -1.6)",4
veh1.35,13.952267353129685,"(197.421841561409, -1.6)",0
veh1.36,12.311352499252951,"(55.420352037953975, -1.6)",2
veh1.34,13.501335057964235,"(341.0218128081138, -1.6)",4
veh1.35,13.4522752565426,"(210.8741168179516, -1.6)",0
veh1.36,12.476175260990694,"(67.89652729894468, -1.6)",2
veh1.34,12.584999094902225,"(353.606811903016, -1.6)",4
veh1.35,13.81205287255358,"(224.68616969050518, -1.6)",0
veh1.36,12.590314299501314,"(80.48684159844599, -1.6)",2
veh1.34,12.86375781362752,"(366.4705697166435, -1.6)",4
veh1.35,13.328293844298573,"(238.01446353480375, -1.6)",0
veh1.36,12.79872759478616,"(93.28556919323215, -1.6)",3
veh1.37,0.0,"(5.1, -1.6)",2
veh1.34,12.536769064235187,"(379.00733878087874, -1.6)",4
veh1.35,13.749501594747528,"(251.76396512955128, -1.6)",0
veh1.36,13.345967635237448,"(106.63153682846959, -1.6)",3
veh1.37,2.346622914262116,"(7.446622914262116, -1.6)",2
veh1.34,12.664607940612978,"(391.67194672149174, -1.6)",4
veh1.35,12.903953487388902,"(264.6679186169402, -1.6)",0
veh1.36,13.312628264217471,"(119.94416509268706, -1.6)",3
veh1.37,4.901858157897369,"(12.348481072159485, -1.6)",2
veh1.34,13.510336729673355,"(405.18228345116506, -1.6)",1
veh1.35,13.65995445545774,"(278.32787307239795, -1.6)",0
veh1.36,13.175185563349933,"(133.119350656037, -1.6)",3
veh1.37,6.454373070411385,"(18.80285414257087, -1.6)",2
veh1.34,13.072797081385426,"(418.2550805325505, -1.6)",1
veh1.35,12.925906646493935,"(291.2537797188919, -1.6)",0
veh1.36,12.392991632623431,"(145.51234228866042, -1.6)",3
veh1.37,8.865532802557574,"(27.668386945128443, -1.6)",2
veh1.34,13.780344907123284,"(432.03542543967376, -1.6)",1
veh1.35,14.1135033563805,"(305.3672830752724, -1.6)",4
veh1.36,12.96219708011935,"(158.47453936877977, -1.6)",3
veh1.37,10.869764790963382,"(38.53815173609183, -1.6)",2
veh1.34,13.741705447806662,"(445.77713088748044, -1.6)",1
veh1.35,13.53704364843212,"(318.9043267237045, -1.6)",4
veh1.36,13.42086257695204,"(171.8954019457318, -1.6)",3
veh1.37,13.34666420489084,"(51.88481594098266, -1.6)",2
veh1.34,12.669092018295697,"(458.44622290577615, -1.6)",1
veh1.35,13.823307461114712,"(332.72763418481924, -1.6)",4
veh1.36,12.805564680094664,"(184.70096662582648, -1.6)",3
veh1.37,15.48561618158128,"(67.37043212256394, -1.6)",2
veh1.34,13.735442598814762,"(472.1816655045909, -1.6)",1
veh1.35,13.8385355539947,"(346.5661697388139, -1.6)",4
veh1.36,13.232172222789211,"(197.9331388486157, -1.6)",0
veh1.37,16.26536975369151,"(83.63580187625544, -1.6)",2
veh1.34,13.673686059586393,"(485.8553515641773, -1.6)",1
veh1.35,13.424589110384808,"(359.99075884919876, -1.6)",4
veh1.36,13.112271640896632,"(211.04541048951234, -1.6)",0
veh1.37,16.01377553663976,"(99.6495774128952, -1.6)",3
veh1.34,13.00492737833286,"(498.86027894251015, -1.6)",1
veh1.35,13.786041714237184,"(373.7768005634359, -1.6)",4
veh1.36,12.68159650313186,"(223.7270069926442, -1.6)",0
veh1.37,15.580548110476837,"(115.23012552337204, -1.6)",3
veh1.38,0.0,"(5.1, -1.6)",2
veh1.35,13.436947078942431,"(387.21374764237834, -1.6)",4
veh1.36,13.252564316689805,"(236.979571309334, -1.6)",0
veh1.37,15.620659399533787,"(130.85078492290583, -1.6)",3
veh1.38,2.2371024352964013,"(7.337102435296401, -1.6)",2
veh1.35,13.816833999925406,"(401.03058164230373, -1.6)",1
