Vehicle_ID,Cluster,AoN,SoN,SoB,Reputation
veh1.22,0,73,638.0,0.6167772691211109,3.228330238311413
veh1.23,2,36,630.4,0.7714588954940167,2.952993196119394
veh1.21,4,118,646.6,0.8563363150431076,4.120341067351118
veh1.22,0,76,638.0,0.6167772691211109,3.2655730777020517
veh1.23,3,39,630.4,0.7714588954940167,2.9902360355100326
veh1.24,2,0,622.4,0.7801242246757392,2.498383750624771
veh1.21,4,122,646.6,0.8563363150431076,4.169998186538637
veh1.22,0,80,638.0,0.6167772691211109,3.315230196889569
veh1.23,3,43,630.4,0.7714588954940167,3.039893154697551
veh1.24,2,4,622.4,0.7801242246757392,2.548040869812289
veh1.21,1,126,646.6,0.8563363150431076,4.219655305726155
veh1.22,0,84,638.0,0.6167772691211109,3.3648873160770876
veh1.23,3,47,630.4,0.7714588954940167,3.0895502738850693
veh1.24,2,8,622.4,0.7801242246757392,2.5976979889998075
veh1.21,1,130,646.6,0.8563363150431076,4.269312424913673
veh1.22,0,88,638.0,0.6167772691211109,3.414544435264606
veh1.23,3,51,630.4,0.7714588954940167,3.139207393072587
veh1.24,2,12,622.4,0.7801242246757392,2.6473551081873254
veh1.21,1,134,646.6,0.8563363150431076,4.318969544101192
veh1.22,0,92,638.0,0.6167772691211109,3.4642015544521243
veh1.23,3,55,630.4,0.7714588954940167,3.188864512260105
veh1.24,2,16,622.4,0.7801242246757392,2.6970122273748434
veh1.21,1,138,646.6,0.8563363150431076,4.36862666328871
veh1.22,0,96,638.0,0.6167772691211109,3.5138586736396427
veh1.23,3,59,630.4,0.7714588954940167,3.2385216314476235
veh1.24,2,20,622.4,0.7801242246757392,2.7466693465623617
veh1.21,1,142,646.6,0.8563363150431076,4.418283782476228
veh1.22,4,100,638.0,0.6167772691211109,3.563515792827161
veh1.23,3,63,630.4,0.7714588954940167,3.288178750635142
veh1.24,2,24,622.4,0.7801242246757392,2.79632646574988
veh1.21,1,146,646.6,0.8563363150431076,4.467940901663747
veh1.22,4,104,638.0,0.6167772691211109,3.6131729120146785
veh1.23,3,67,630.4,0.7714588954940167,3.3378358698226602
veh1.24,2,28,622.4,0.7801242246757392,2.8459835849373984
veh1.21,1,150,646.6,0.8563363150431076,4.517598020851265
veh1.22,4,108,638.0,0.6167772691211109,3.662830031202197
veh1.23,3,71,630.4,0.7714588954940167,3.3874929890101786
veh1.24,2,32,622.4,0.7801242246757392,2.895640704124917
veh1.21,1,154,646.6,0.8563363150431076,4.567255140038783
veh1.22,4,112,638.0,0.6167772691211109,3.712487150389715
veh1.23,0,75,630.4,0.7714588954940167,3.437150108197697
veh1.24,2,36,622.4,0.7801242246757392,2.9452978233124347
veh1.22,4,115,638.0,0.6167772691211109,3.749729989780354
veh1.23,0,78,630.4,0.7714588954940167,3.474392947588335
veh1.24,3,39,622.4,0.7801242246757392,2.9825406627030735
veh1.25,2,0,614.4,0.7490256002237741,2.4387461236588677
veh1.22,4,119,638.0,0.6167772691211109,3.7993871089678724
veh1.23,0,82,630.4,0.7714588954940167,3.524050066775853
veh1.24,3,43,622.4,0.7801242246757392,3.0321977818905914
veh1.25,2,4,614.4,0.7490256002237741,2.488403242846386
veh1.22,4,123,638.0,0.6167772691211109,3.8490442281553907
veh1.23,0,86,630.4,0.7714588954940167,3.5737071859633716
veh1.24,3,47,622.4,0.7801242246757392,3.0818549010781098
veh1.25,2,8,614.4,0.7490256002237741,2.5380603620339044
veh1.22,4,127,638.0,0.6167772691211109,3.898701347342908
veh1.23,0,90,630.4,0.7714588954940167,3.62336430515089
veh1.24,3,51,622.4,0.7801242246757392,3.131512020265628
veh1.25,2,12,614.4,0.7490256002237741,2.5877174812214223
veh1.22,1,131,638.0,0.6167772691211109,3.9483584665304265
veh1.23,0,94,630.4,0.7714588954940167,3.6730214243384083
veh1.24,3,55,622.4,0.7801242246757392,3.1811691394531465
veh1.25,2,16,614.4,0.7490256002237741,2.6373746004089407
veh1.22,1,135,638.0,0.6167772691211109,3.998015585717945
veh1.23,0,98,630.4,0.7714588954940167,3.7226785435259266
veh1.24,3,59,622.4,0.7801242246757392,3.2308262586406644
veh1.25,2,20,614.4,0.7490256002237741,2.687031719596459
veh1.22,1,139,638.0,0.6167772691211109,4.047672704905463
veh1.23,0,102,630.4,0.7714588954940167,3.772335662713444
veh1.24,3,63,622.4,0.7801242246757392,3.280483377828183
veh1.25,2,24,614.4,0.7490256002237741,2.736688838783977
veh1.22,1,143,638.0,0.6167772691211109,4.097329824092982
veh1.23,0,106,630.4,0.7714588954940167,3.8219927819009625
veh1.24,3,67,622.4,0.7801242246757392,3.3301404970157007
veh1.25,2,28,614.4,0.7490256002237741,2.7863459579714953
veh1.22,1,147,638.0,0.6167772691211109,4.1469869432805
veh1.23,4,110,630.4,0.7714588954940167,3.871649901088481
veh1.24,3,71,622.4,0.7801242246757392,3.379797616203219
veh1.25,2,32,614.4,0.7490256002237741,2.8360030771590137
veh1.22,1,151,638.0,0.6167772691211109,4.196644062468018
veh1.23,4,114,630.4,0.7714588954940167,3.921307020275999
veh1.24,3,75,622.4,0.7801242246757392,3.4294547353907374
veh1.25,2,36,614.4,0.7490256002237741,2.8856601963465316
veh1.22,1,155,638.0,0.6167772691211109,4.246301181655536
veh1.23,4,118,630.4,0.7714588954940167,3.9709641394635176
veh1.24,0,79,622.4,0.7801242246757392,3.479111854578256
veh1.25,3,40,614.4,0.7490256002237741,2.93531731553405
veh1.26,2,0,606.2,0.799684069522718,2.48542954822616
veh1.23,4,122,630.4,0.7714588954940167,4.020621258651036
veh1.24,0,83,622.4,0.7801242246757392,3.528768973765774
veh1.25,3,44,614.4,0.7490256002237741,2.9849744347215683
veh1.26,2,4,606.2,0.799684069522718,2.535086667413678
veh1.23,4,126,630.4,0.7714588954940167,4.070278377838554
veh1.24,0,87,622.4,0.7801242246757392,3.578426092953292
veh1.25,3,48,614.4,0.7490256002237741,3.0346315539090862
veh1.26,2,8,606.2,0.799684069522718,2.584743786601196
veh1.23,4,130,630.4,0.7714588954940167,4.119935497026072
veh1.24,0,91,622.4,0.7801242246757392,3.62808321214081
veh1.25,3,52,614.4,0.7490256002237741,3.0842886730966046
veh1.26,2,12,606.2,0.799684069522718,2.6344009057887146
veh1.23,4,134,630.4,0.7714588954940167,4.16959261621359
veh1.24,0,95,622.4,0.7801242246757392,3.6777403313283283
veh1.25,3,56,614.4,0.7490256002237741,3.133945792284123
veh1.26,2,16,606.2,0.799684069522718,2.684058024976233
veh1.23,4,138,630.4,0.7714588954940167,4.2192497354011085
veh1.24,0,99,622.4,0.7801242246757392,3.7273974505158467
veh1.25,3,60,614.4,0.7490256002237741,3.1836029114716413
veh1.26,2,20,606.2,0.799684069522718,2.7337151441637513
veh1.23,4,142,630.4,0.7714588954940167,4.268906854588627
veh1.24,0,103,622.4,0.7801242246757392,3.777054569703365
veh1.25,3,64,614.4,0.7490256002237741,3.2332600306591592
veh1.26,2,24,606.2,0.799684069522718,2.783372263351269
veh1.23,1,146,630.4,0.7714588954940167,4.318563973776145
veh1.24,0,107,622.4,0.7801242246757392,3.8267116888908834
veh1.25,3,68,614.4,0.7490256002237741,3.2829171498466776
veh1.26,2,28,606.2,0.799684069522718,2.8330293825387876
veh1.23,1,150,630.4,0.7714588954940167,4.368221092963664
veh1.24,0,111,622.4,0.7801242246757392,3.8763688080784013
veh1.25,3,72,614.4,0.7490256002237741,3.332574269034196
veh1.26,2,32,606.2,0.799684069522718,2.8826865017263055
veh1.23,1,154,630.4,0.7714588954940167,4.417878212151181
veh1.24,0,115,622.4,0.7801242246757392,3.9260259272659193
veh1.25,0,76,614.4,0.7490256002237741,3.382231388221714
veh1.26,2,36,606.2,0.799684069522718,2.932343620913824
veh1.23,1,158,630.4,0.7714588954940167,4.467535331338699
veh1.24,4,119,622.4,0.7801242246757392,3.9756830464534376
veh1.25,0,80,614.4,0.7490256002237741,3.4318885074092322
veh1.26,3,40,606.2,0.799684069522718,2.982000740101342
veh1.27,2,0,598.0,0.8953396621411001,2.590891132465671
veh1.23,1,163,630.4,0.7714588954940167,4.529606730323097
veh1.24,4,124,622.4,0.7801242246757392,4.037754445437836
veh1.25,0,85,614.4,0.7490256002237741,3.49395990639363
veh1.26,3,45,606.2,0.799684069522718,3.0440721390857397
veh1.27,2,5,598.0,0.8953396621411001,2.6529625314500684
veh1.23,1,168,630.4,0.7714588954940167,4.591678129307495
veh1.24,4,129,622.4,0.7801242246757392,4.0998258444222335
veh1.25,0,90,614.4,0.7490256002237741,3.5560313053780277
veh1.26,3,50,606.2,0.799684069522718,3.1061435380701377
veh1.27,2,10,598.0,0.8953396621411001,2.7150339304344664
veh1.23,1,173,630.4,0.7714588954940167,4.653749528291893
veh1.24,4,134,622.4,0.7801242246757392,4.1618972434066315
veh1.25,0,95,614.4,0.7490256002237741,3.6181027043624256
veh1.26,3,55,606.2,0.799684069522718,3.168214937054535
veh1.27,2,15,598.0,0.8953396621411001,2.7771053294188643
veh1.23,1,178,630.4,0.7714588954940167,4.715820927276291
veh1.24,4,139,622.4,0.7801242246757392,4.2239686423910285
veh1.25,0,100,614.4,0.7490256002237741,3.680174103346823
veh1.26,3,60,606.2,0.799684069522718,3.230286336038933
veh1.27,2,20,598.0,0.8953396621411001,2.8391767284032623
veh1.24,4,143,622.4,0.7801242246757392,4.273625761578547
veh1.25,0,104,614.4,0.7490256002237741,3.7298312225343415
veh1.26,3,64,606.2,0.799684069522718,3.2799434552264515
veh1.27,2,24,598.0,0.8953396621411001,2.88883384759078
veh1.24,4,147,622.4,0.7801242246757392,4.323282880766065
veh1.25,0,108,614.4,0.7490256002237741,3.77948834172186
veh1.26,3,68,606.2,0.799684069522718,3.32960057441397
veh1.27,2,28,598.0,0.8953396621411001,2.938490966778298
veh1.24,4,151,622.4,0.7801242246757392,4.372939999953584
veh1.25,0,112,614.4,0.7490256002237741,3.8291454609093782
veh1.26,3,72,606.2,0.799684069522718,3.3792576936014878
veh1.27,2,32,598.0,0.8953396621411001,2.9881480859658165
veh1.24,4,155,622.4,0.7801242246757392,4.422597119141102
veh1.25,4,116,614.4,0.7490256002237741,3.878802580096896
veh1.26,3,76,606.2,0.799684069522718,3.428914812789006
veh1.27,2,36,598.0,0.8953396621411001,3.037805205153335
veh1.24,4,159,622.4,0.7801242246757392,4.47225423832862
veh1.25,4,120,614.4,0.7490256002237741,3.9284596992844145
veh1.26,0,80,606.2,0.799684069522718,3.478571931976524
veh1.27,2,40,598.0,0.8953396621411001,3.087462324340853
veh1.24,1,163,622.4,0.7801242246757392,4.521911357516139
veh1.25,4,124,614.4,0.7490256002237741,3.9781168184719324
veh1.26,0,84,606.2,0.799684069522718,3.5282290511640424
veh1.27,3,44,598.0,0.8953396621411001,3.1371194435283716
veh1.28,2,0,589.0,0.7406489778684548,2.3674327209641053
veh1.24,1,168,622.4,0.7801242246757392,4.583982756500536
veh1.25,4,129,614.4,0.7490256002237741,4.04018821745633
veh1.26,0,89,606.2,0.799684069522718,3.5903004501484403
veh1.27,3,49,598.0,0.8953396621411001,3.1991908425127686
veh1.28,2,5,589.0,0.7406489778684548,2.4295041199485032
veh1.24,1,173,622.4,0.7801242246757392,4.646054155484934
veh1.25,4,134,614.4,0.7490256002237741,4.102259616440728
veh1.26,0,94,606.2,0.799684069522718,3.6523718491328383
veh1.27,3,54,598.0,0.8953396621411001,3.2612622414971666
veh1.28,2,10,589.0,0.7406489778684548,2.4915755189329007
veh1.24,1,178,622.4,0.7801242246757392,4.708125554469332
veh1.25,4,139,614.4,0.7490256002237741,4.164331015425126
veh1.26,0,99,606.2,0.799684069522718,3.714443248117236
veh1.27,3,59,598.0,0.8953396621411001,3.3233336404815645
veh1.28,2,15,589.0,0.7406489778684548,2.5536469179172987
veh1.24,1,183,622.4,0.7801242246757392,4.770196953453729
veh1.25,4,144,614.4,0.7490256002237741,4.226402414409524
veh1.26,0,104,606.2,0.799684069522718,3.7765146471016333
veh1.27,3,64,598.0,0.8953396621411001,3.3854050394659625
veh1.28,2,20,589.0,0.7406489778684548,2.615718316901696
veh1.24,1,188,622.4,0.7801242246757392,4.832268352438128
veh1.25,4,149,614.4,0.7490256002237741,4.288473813393921
veh1.26,0,109,606.2,0.799684069522718,3.8385860460860313
veh1.27,3,69,598.0,0.8953396621411001,3.4474764384503604
veh1.28,2,25,589.0,0.7406489778684548,2.677789715886094
veh1.24,1,193,622.4,0.7801242246757392,4.894339751422525
veh1.25,4,154,614.4,0.7490256002237741,4.350545212378319
veh1.26,0,114,606.2,0.799684069522718,3.900657445070429
veh1.27,3,74,598.0,0.8953396621411001,3.5095478374347575
veh1.28,2,30,589.0,0.7406489778684548,2.739861114870492
veh1.24,1,198,622.4,0.7801242246757392,4.956411150406923
veh1.25,1,159,614.4,0.7490256002237741,4.412616611362717
veh1.26,4,119,606.2,0.799684069522718,3.962728844054827
veh1.27,3,79,598.0,0.8953396621411001,3.5716192364191555
veh1.28,2,35,589.0,0.7406489778684548,2.8019325138548896
veh1.24,1,203,622.4,0.7801242246757392,5.0184825493913205
veh1.25,1,164,614.4,0.7490256002237741,4.474688010347115
veh1.26,4,124,606.2,0.799684069522718,4.024800243039225
veh1.27,0,84,598.0,0.8953396621411001,3.6336906354035534
veh1.28,2,40,589.0,0.7406489778684548,2.8640039128392876
veh1.25,1,168,614.4,0.7490256002237741,4.524345129534632
veh1.26,4,128,606.2,0.799684069522718,4.074457362226743
veh1.27,0,88,598.0,0.8953396621411001,3.6833477545910718
veh1.28,3,44,589.0,0.7406489778684548,2.9136610320268055
veh1.25,1,172,614.4,0.7490256002237741,4.5740022487221506
veh1.26,4,132,606.2,0.799684069522718,4.124114481414261
veh1.27,0,92,598.0,0.8953396621411001,3.73300487377859
veh1.28,3,48,589.0,0.7406489778684548,2.963318151214324
veh1.29,2,0,579.2,0.5427822492517083,2.085673502453326
veh1.25,1,177,614.4,0.7490256002237741,4.6360736477065485
veh1.26,4,137,606.2,0.799684069522718,4.186185880398659
veh1.27,0,97,598.0,0.8953396621411001,3.795076272762987
veh1.28,3,53,589.0,0.7406489778684548,3.025389550198722
veh1.29,2,5,579.2,0.5427822492517083,2.147744901437724
veh1.25,1,182,614.4,0.7490256002237741,4.6981450466909465
veh1.26,4,142,606.2,0.799684069522718,4.248257279383057
veh1.27,0,102,598.0,0.8953396621411001,3.857147671747385
veh1.28,3,58,589.0,0.7406489778684548,3.0874609491831193
veh1.29,2,10,579.2,0.5427822492517083,2.209816300422122
veh1.25,1,187,614.4,0.7490256002237741,4.760216445675344
veh1.26,4,147,606.2,0.799684069522718,4.310328678367455
veh1.27,0,107,598.0,0.8953396621411001,3.919219070731783
veh1.28,3,63,589.0,0.7406489778684548,3.1495323481675173
veh1.29,2,15,579.2,0.5427822492517083,2.27188769940652
veh1.25,1,192,614.4,0.7490256002237741,4.8222878446597415
veh1.26,4,152,606.2,0.799684069522718,4.372400077351852
veh1.27,0,112,598.0,0.8953396621411001,3.981290469716181
veh1.28,3,68,589.0,0.7406489778684548,3.2116037471519148
veh1.29,2,20,579.2,0.5427822492517083,2.3339590983909173
veh1.25,1,197,614.4,0.7490256002237741,4.884359243644139
veh1.26,4,157,606.2,0.799684069522718,4.43447147633625
veh1.27,0,117,598.0,0.8953396621411001,4.043361868700579
veh1.28,3,73,589.0,0.7406489778684548,3.2736751461363127
veh1.29,2,25,579.2,0.5427822492517083,2.396030497375315
veh1.26,1,161,606.2,0.799684069522718,4.484128595523768
veh1.27,4,121,598.0,0.8953396621411001,4.0930189878880965
veh1.28,0,77,589.0,0.7406489778684548,3.323332265323831
veh1.29,2,29,579.2,0.5427822492517083,2.445687616562833
veh1.26,1,165,606.2,0.799684069522718,4.5337857147112866
veh1.27,4,125,598.0,0.8953396621411001,4.142676107075615
veh1.28,0,81,589.0,0.7406489778684548,3.3729893845113494
veh1.29,2,33,579.2,0.5427822492517083,2.4953447357503515
veh1.26,1,169,606.2,0.799684069522718,4.583442833898804
veh1.27,4,129,598.0,0.8953396621411001,4.192333226263133
veh1.28,0,85,589.0,0.7406489778684548,3.4226465036988674
veh1.29,2,37,579.2,0.5427822492517083,2.54500185493787
veh1.26,1,173,606.2,0.799684069522718,4.633099953086322
veh1.27,4,133,598.0,0.8953396621411001,4.241990345450652
veh1.28,0,89,589.0,0.7406489778684548,3.4723036228863857
veh1.29,2,41,579.2,0.5427822492517083,2.5946589741253883
veh1.26,1,177,606.2,0.799684069522718,4.682757072273841
veh1.27,4,137,598.0,0.8953396621411001,4.29164746463817
veh1.28,0,93,589.0,0.7406489778684548,3.5219607420739036
veh1.29,3,45,579.2,0.5427822492517083,2.6443160933129057
veh1.30,2,0,570.0,0.5825700204696479,2.115780092987509
veh1.26,1,182,606.2,0.799684069522718,4.744828471258239
veh1.27,4,142,598.0,0.8953396621411001,4.353718863622568
veh1.28,0,98,589.0,0.7406489778684548,3.5840321410583016
veh1.29,3,50,579.2,0.5427822492517083,2.7063874922973037
veh1.30,2,5,570.0,0.5825700204696479,2.1778514919719063
veh1.26,1,187,606.2,0.799684069522718,4.806899870242637
veh1.27,4,147,598.0,0.8953396621411001,4.415790262606965
veh1.28,0,103,589.0,0.7406489778684548,3.6461035400426995
veh1.29,3,55,579.2,0.5427822492517083,2.7684588912817016
veh1.30,2,10,570.0,0.5825700204696479,2.2399228909563043
veh1.26,1,192,606.2,0.799684069522718,4.868971269227034
veh1.27,4,152,598.0,0.8953396621411001,4.477861661591363
veh1.28,4,108,589.0,0.7406489778684548,3.7081749390270975
veh1.29,3,60,579.2,0.5427822492517083,2.8305302902660996
veh1.30,2,15,570.0,0.5825700204696479,2.301994289940702
veh1.27,1,156,598.0,0.8953396621411001,4.527518780778881
veh1.28,4,112,589.0,0.7406489778684548,3.7578320582146154
veh1.29,3,64,579.2,0.5427822492517083,2.880187409453618
veh1.30,2,19,570.0,0.5825700204696479,2.3516514091282206
veh1.27,1,160,598.0,0.8953396621411001,4.5771758999664
veh1.28,4,116,589.0,0.7406489778684548,3.8074891774021333
veh1.29,3,68,579.2,0.5427822492517083,2.9298445286411363
veh1.30,2,23,570.0,0.5825700204696479,2.4013085283157385
veh1.27,1,164,598.0,0.8953396621411001,4.626833019153918
veh1.28,4,120,589.0,0.7406489778684548,3.8571462965896517
veh1.29,3,72,579.2,0.5427822492517083,2.979501647828654
veh1.30,2,27,570.0,0.5825700204696479,2.450965647503257
veh1.27,1,168,598.0,0.8953396621411001,4.6764901383414355
veh1.28,4,124,589.0,0.7406489778684548,3.90680341577717
veh1.29,3,76,579.2,0.5427822492517083,3.029158767016172
veh1.30,2,31,570.0,0.5825700204696479,2.5006227666907748
veh1.27,1,172,598.0,0.8953396621411001,4.726147257528954
veh1.28,4,128,589.0,0.7406489778684548,3.9564605349646884
veh1.29,3,80,579.2,0.5427822492517083,3.0788158862036905
veh1.30,2,35,570.0,0.5825700204696479,2.550279885878293
veh1.27,1,176,598.0,0.8953396621411001,4.775804376716472
veh1.28,4,132,589.0,0.7406489778684548,4.006117654152207
veh1.29,0,84,579.2,0.5427822492517083,3.128473005391209
veh1.30,3,39,570.0,0.5825700204696479,2.5999370050658115
veh1.27,1,180,598.0,0.8953396621411001,4.8254614959039905
veh1.28,1,136,589.0,0.7406489778684548,4.055774773339724
veh1.29,0,88,579.2,0.5427822492517083,3.1781301245787272
veh1.30,3,43,570.0,0.5825700204696479,2.64959412425333
veh1.31,2,0,561.2,0.6351271910852363,2.163517630241403
veh1.27,1,185,598.0,0.8953396621411001,4.8875328948883885
veh1.28,1,141,589.0,0.7406489778684548,4.117846172324122
veh1.29,0,93,579.2,0.5427822492517083,3.240201523563125
veh1.30,3,48,570.0,0.5825700204696479,2.7116655232377274
veh1.31,2,5,561.2,0.6351271910852363,2.2255890292258007
veh1.28,1,145,589.0,0.7406489778684548,4.167503291511641
veh1.29,0,97,579.2,0.5427822492517083,3.2898586427506427
veh1.30,3,52,570.0,0.5825700204696479,2.7613226424252457
veh1.31,2,9,561.2,0.6351271910852363,2.275246148413319
veh1.28,1,149,589.0,0.7406489778684548,4.217160410699159
veh1.29,0,101,579.2,0.5427822492517083,3.339515761938161
veh1.30,3,56,570.0,0.5825700204696479,2.810979761612764
veh1.31,2,13,561.2,0.6351271910852363,2.3249032676008374
veh1.28,1,153,589.0,0.7406489778684548,4.266817529886677
veh1.29,0,105,579.2,0.5427822492517083,3.3891728811256794
veh1.30,3,60,570.0,0.5825700204696479,2.860636880800282
veh1.31,2,17,561.2,0.6351271910852363,2.374560386788356
veh1.28,1,157,589.0,0.7406489778684548,4.316474649074196
veh1.29,0,109,579.2,0.5427822492517083,3.4388300003131977
veh1.30,3,64,570.0,0.5825700204696479,2.9102939999878004
veh1.31,2,21,561.2,0.6351271910852363,2.424217505975874
veh1.28,1,161,589.0,0.7406489778684548,4.366131768261713
veh1.29,0,113,579.2,0.5427822492517083,3.488487119500716
veh1.30,0,68,570.0,0.5825700204696479,2.9599511191753183
veh1.31,2,25,561.2,0.6351271910852363,2.473874625163392
veh1.29,4,116,579.2,0.5427822492517083,3.525729958891355
veh1.30,0,71,570.0,0.5825700204696479,2.997193958565957
veh1.31,2,28,561.2,0.6351271910852363,2.5111174645540304
veh1.29,4,119,579.2,0.5427822492517083,3.5629727982819936
veh1.30,0,74,570.0,0.5825700204696479,3.034436797956596
veh1.31,2,31,561.2,0.6351271910852363,2.548360303944669
veh1.29,4,122,579.2,0.5427822492517083,3.6002156376726315
veh1.30,0,77,570.0,0.5825700204696479,3.0716796373472346
veh1.31,2,34,561.2,0.6351271910852363,2.585603143335308
veh1.29,4,125,579.2,0.5427822492517083,3.6374584770632703
veh1.30,0,80,570.0,0.5825700204696479,3.1089224767378734
veh1.31,3,37,561.2,0.6351271910852363,2.6228459827259467
veh1.32,2,0,553.6,0.5559682886757169,2.0420512818068426
veh1.29,4,129,579.2,0.5427822492517083,3.6871155962507887
veh1.30,0,84,570.0,0.5825700204696479,3.1585795959253913
veh1.31,3,41,561.2,0.6351271910852363,2.672503101913465
veh1.32,2,4,553.6,0.5559682886757169,2.0917084009943605
veh1.29,4,133,579.2,0.5427822492517083,3.736772715438307
veh1.30,0,88,570.0,0.5825700204696479,3.2082367151129096
veh1.31,3,45,561.2,0.6351271910852363,2.7221602211009834
veh1.32,2,8,553.6,0.5559682886757169,2.141365520181879
veh1.29,4,137,579.2,0.5427822492517083,3.7864298346258254
veh1.30,4,92,570.0,0.5825700204696479,3.2578938343004276
veh1.31,3,49,561.2,0.6351271910852363,2.7718173402885014
veh1.32,2,12,553.6,0.5559682886757169,2.191022639369397
veh1.29,4,141,579.2,0.5427822492517083,3.8360869538133437
veh1.30,4,96,570.0,0.5825700204696479,3.307550953487946
veh1.31,3,53,561.2,0.6351271910852363,2.8214744594760193
veh1.32,2,16,553.6,0.5559682886757169,2.240679758556915
veh1.29,1,145,579.2,0.5427822492517083,3.885744073000862
veh1.30,4,100,570.0,0.5825700204696479,3.3572080726754643
veh1.31,3,57,561.2,0.6351271910852363,2.8711315786635376
veh1.32,2,20,553.6,0.5559682886757169,2.2903368777444335
veh1.29,1,149,579.2,0.5427822492517083,3.9354011921883796
veh1.30,4,104,570.0,0.5825700204696479,3.4068651918629826
veh1.31,3,61,561.2,0.6351271910852363,2.920788697851056
veh1.32,2,24,553.6,0.5559682886757169,2.339993996931952
veh1.29,1,153,579.2,0.5427822492517083,3.985058311375898
veh1.30,4,108,570.0,0.5825700204696479,3.456522311050501
veh1.31,0,65,561.2,0.6351271910852363,2.9704458170385744
veh1.32,2,28,553.6,0.5559682886757169,2.38965111611947
veh1.29,1,157,579.2,0.5427822492517083,4.034715430563416
veh1.30,4,112,570.0,0.5825700204696479,3.506179430238019
veh1.31,0,69,561.2,0.6351271910852363,3.0201029362260927
veh1.32,2,32,553.6,0.5559682886757169,2.439308235306988
veh1.29,1,161,579.2,0.5427822492517083,4.084372549750935
veh1.30,1,116,570.0,0.5825700204696479,3.555836549425537
veh1.31,0,73,561.2,0.6351271910852363,3.069760055413611
veh1.32,3,36,553.6,0.5559682886757169,2.488965354494506
veh1.29,1,165,579.2,0.5427822492517083,4.134029668938453
veh1.30,1,120,570.0,0.5825700204696479,3.605493668613055
veh1.31,0,77,561.2,0.6351271910852363,3.1194171746011286
veh1.32,3,40,553.6,0.5559682886757169,2.5386224736820244
veh1.33,2,0,545.4,0.5815502476478347,2.055978142858984
veh1.29,1,170,579.2,0.5427822492517083,4.19610106792285
veh1.30,1,125,570.0,0.5825700204696479,3.667565067597453
veh1.31,0,82,561.2,0.6351271910852363,3.1814885735855265
veh1.32,3,45,553.6,0.5559682886757169,2.6006938726664224
veh1.33,2,5,545.4,0.5815502476478347,2.1180495418433813
veh1.29,1,175,579.2,0.5427822492517083,4.258172466907248
veh1.30,1,130,570.0,0.5825700204696479,3.729636466581851
veh1.31,0,87,561.2,0.6351271910852363,3.2435599725699245
veh1.32,3,50,553.6,0.5559682886757169,2.6627652716508203
veh1.33,2,10,545.4,0.5815502476478347,2.1801209408277793
veh1.30,1,134,570.0,0.5825700204696479,3.779293585769369
veh1.31,4,91,561.2,0.6351271910852363,3.293217091757443
veh1.32,3,54,553.6,0.5559682886757169,2.7124223908383382
veh1.33,2,14,545.4,0.5815502476478347,2.2297780600152977
veh1.30,1,138,570.0,0.5825700204696479,3.8289507049568874
veh1.31,4,95,561.2,0.6351271910852363,3.342874210944961
veh1.32,3,58,553.6,0.5559682886757169,2.7620795100258566
veh1.33,2,18,545.4,0.5815502476478347,2.2794351792028156
veh1.30,1,142,570.0,0.5825700204696479,3.8786078241444053
veh1.31,4,99,561.2,0.6351271910852363,3.3925313301324795
veh1.32,3,62,553.6,0.5559682886757169,2.811736629213375
veh1.33,2,22,545.4,0.5815502476478347,2.329092298390334
veh1.31,4,102,561.2,0.6351271910852363,3.4297741695231174
veh1.32,3,65,553.6,0.5559682886757169,2.8489794686040133
veh1.33,2,25,545.4,0.5815502476478347,2.3663351377809727
veh1.31,4,105,561.2,0.6351271910852363,3.467017008913756
veh1.32,0,68,553.6,0.5559682886757169,2.886222307994652
veh1.33,2,28,545.4,0.5815502476478347,2.4035779771716115
veh1.31,4,108,561.2,0.6351271910852363,3.504259848304395
veh1.32,0,71,553.6,0.5559682886757169,2.923465147385291
veh1.33,2,31,545.4,0.5815502476478347,2.44082081656225
veh1.31,4,111,561.2,0.6351271910852363,3.5415026876950337
veh1.32,0,74,553.6,0.5559682886757169,2.960707986775929
veh1.33,3,34,545.4,0.5815502476478347,2.4780636559528886
veh1.31,1,114,561.2,0.6351271910852363,3.5787455270856725
veh1.32,0,77,553.6,0.5559682886757169,2.997950826166568
veh1.33,3,37,545.4,0.5815502476478347,2.5153064953435273
veh1.34,2,0,537.8,0.6886089019117758,2.1777612395549486
veh1.31,1,118,561.2,0.6351271910852363,3.628402646273191
veh1.32,0,81,553.6,0.5559682886757169,3.0476079453540863
veh1.33,3,41,545.4,0.5815502476478347,2.5649636145310457
veh1.34,2,4,537.8,0.6886089019117758,2.2274183587424665
veh1.31,1,122,561.2,0.6351271910852363,3.6780597654607092
veh1.32,0,85,553.6,0.5559682886757169,3.0972650645416047
veh1.33,3,45,545.4,0.5815502476478347,2.6146207337185636
veh1.34,2,8,537.8,0.6886089019117758,2.277075477929985
veh1.31,1,126,561.2,0.6351271910852363,3.7277168846482276
veh1.32,0,89,553.6,0.5559682886757169,3.146922183729123
veh1.33,3,49,545.4,0.5815502476478347,2.664277852906082
veh1.34,2,12,537.8,0.6886089019117758,2.3267325971175032
veh1.31,1,130,561.2,0.6351271910852363,3.777374003835745
veh1.32,0,93,553.6,0.5559682886757169,3.196579302916641
veh1.33,3,53,545.4,0.5815502476478347,2.7139349720936004
veh1.34,2,16,537.8,0.6886089019117758,2.376389716305021
